block_timestamp,transaction_hash,destinationChainId,depositId,depositor,recipient,inputToken,outputToken,inputAmount,outputAmount,message
2025-12-01 23:46:13.000000 UTC,0x8c4d706faab2de5ddc948cb6cc77d7b26e82c76fe4a82aeb486114cc36baeecd,56,4040263,0x2e7165165f3954e6818a8f990e9a05f5dac4153f,0x2e7165165f3954e6818a8f990e9a05f5dac4153f,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x55d398326f99059ff775485246999027b3197955,34897998,34875052886782452671,no_message_data
2025-12-01 23:45:40.000000 UTC,0x028e7b6f42e329967ba1f2edfad840987112f069904385e0592b86f7065747e2,137,4040262,0xb2489ceb56995701db1dca3ebe1cd496315e10d9,0x0f7ae28de1c8532170ad4ee566b5801485c13a0e,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,9539833360,9538520282,0x0000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000001200000000000000000000000000f7ae28de1c8532170ad4ee566b5801485c13a0e000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044ef8738d30000000000000000000000003c499c542cef5e3811e1192ce70d8cc03d5c3359000000000000000000000000b2489ceb56995701db1dca3ebe1cd496315e10d9000000000000000000000000000000000000000000000000000000000000000000000000000000000f7ae28de1c8532170ad4ee566b5801485c13a0e000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044ef8738d30000000000000000000000003c499c542cef5e3811e1192ce70d8cc03d5c3359000000000000000000000000b2489ceb56995701db1dca3ebe1cd496315e10d900000000000000000000000000000000000000000000000000000000
2025-12-01 23:45:28.000000 UTC,0xe8a7ae023e512f179a34f6c93bf4b8d686da410ba3cf477a374dd65f660e0c33,1,4040261,0x9fb14cc974efec6fb1dada16ded6e9c64450a0b5,0x9fb14cc974efec6fb1dada16ded6e9c64450a0b5,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8921250000000000,8913454407184445,no_message_data
2025-12-01 23:43:45.000000 UTC,0x56d9c0db7d03dee18784c5cbfacc54da6e1c1b0f0ab85e546e8697e7098c6cc7,8453,4040260,0xbab6643ee9c4d95955abbfb59c12a4eab0316f37,0xbab6643ee9c4d95955abbfb59c12a4eab0316f37,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,5160876,5159603,no_message_data
2025-12-01 23:40:23.000000 UTC,0x9cb7de0519c8bd383d91c69392c0e75b7a62d3fead91e3453222037471204559,143,4040259,0x3ab2e944624424feead3bb7283d6a649febc25dc,0x3ab2e944624424feead3bb7283d6a649febc25dc,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x754704bc059f8c67012fed69bc8a327a5aafb603,101000010,100985291,no_message_data
2025-12-01 23:40:07.000000 UTC,0xdcf9d27addc0453415ad3250d3dbbc591e9e05e6250b200c27443ccde92f1f06,1,4040258,0x08e8f1550b19b0f6ce2f1324dffcd7815240b2ea,0x08e8f1550b19b0f6ce2f1324dffcd7815240b2ea,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,97915675000000000,97882586154451352,no_message_data
2025-12-01 23:40:06.000000 UTC,0xf781fecc1e16b891fd9b63e6556151f62c88034309966d32116ce34d27cb872a,59144,4040257,0x56ae84219370ad476e57d9a789bcaafbd6319015,0x56ae84219370ad476e57d9a789bcaafbd6319015,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,2719280000,2718887520,no_message_data
2025-12-01 23:38:51.000000 UTC,0x50a2156620ab56b94c887ec04b7f050c0de1ecff19381bc00f41f680068aa1bf,56,4040256,0x9545997091e07b5696477d18a2ee9e7c75a3b3b9,0x9545997091e07b5696477d18a2ee9e7c75a3b3b9,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x55d398326f99059ff775485246999027b3197955,50537593,50507035884898868410,no_message_data
2025-12-01 23:37:52.000000 UTC,0x99aecf80c094f21c8436467a847504e0558491e29932d8171757fa89bcc69f93,1,4040255,0x6e71f1a380a12502f53c3ce01b22bf38dc29b9b3,0x0f7ae28de1c8532170ad4ee566b5801485c13a0e,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1966253100,1965965274,0x0000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000001200000000000000000000000000f7ae28de1c8532170ad4ee566b5801485c13a0e000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044ef8738d3000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480000000000000000000000006e71f1a380a12502f53c3ce01b22bf38dc29b9b3000000000000000000000000000000000000000000000000000000000000000000000000000000000f7ae28de1c8532170ad4ee566b5801485c13a0e000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044ef8738d3000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480000000000000000000000006e71f1a380a12502f53c3ce01b22bf38dc29b9b300000000000000000000000000000000000000000000000000000000
2025-12-01 23:36:33.000000 UTC,0xba6be72f175ce4aadcb59a03897389b80fc6827da322638112416aedc61463c9,999,4040254,0x42a77dc1e3b529b2845eb240aeb3b1fd5c5faf6d,0x42a77dc1e3b529b2845eb240aeb3b1fd5c5faf6d,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xb88339cb7199b77e23db6e890353e22632ba630f,660103553,660037069,no_message_data
2025-12-01 23:36:16.000000 UTC,0x05514ae3976ee76fa194467113cc696e4c3a26b330ddb88b85a35509eca7551e,999,4040253,0x9a8f92a830a5cb89a3816e3d267cb7791c16b04d,0x861e127036b28d32f3777b4676f6bbb9e007d195,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x111111a1a0667d36bd57c0a9f569b98057111111,1000000,1000000,0x0000000000000000000000009a8f92a830a5cb89a3816e3d267cb7791c16b04d
2025-12-01 23:35:58.000000 UTC,0x94d79480e462d18ce76f56259aa3e1cbda4c6c8683abd19bc8b24ff38c44b21e,999,4040252,0x9a8f92a830a5cb89a3816e3d267cb7791c16b04d,0x861e127036b28d32f3777b4676f6bbb9e007d195,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x111111a1a0667d36bd57c0a9f569b98057111111,1000000,1000000,0x0000000000000000000000009a8f92a830a5cb89a3816e3d267cb7791c16b04d
2025-12-01 23:34:00.000000 UTC,0x88727116db29635972dd98bbb3a8bb350c3d73d757ca529f6c354d3a36244449,8453,4040251,0x4da8448fdf85b569c26c256a5d5f73dc410a7758,0x4da8448fdf85b569c26c256a5d5f73dc410a7758,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x4200000000000000000000000000000000000006,1167124334247227,1166781611881278,no_message_data
2025-12-01 23:32:58.000000 UTC,0x707436c4aceb84c734ec5bf8425d1b721e7af64020d3d9659d5dcb923597b346,56,4040250,0xd2b474b039d55d9f25d74bea77f2ee6bacd664b4,0xd2b474b039d55d9f25d74bea77f2ee6bacd664b4,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x55d398326f99059ff775485246999027b3197955,200497500,200394969999999999999,no_message_data
2025-12-01 23:32:35.000000 UTC,0xd666d5abf108a514215f6d1320b58dc89020fa5d10d283bc2b9a287ba25a768a,56,4040249,0x44ce5de46cfde34b5bb92b3eb007f4f6c2288a76,0x44ce5de46cfde34b5bb92b3eb007f4f6c2288a76,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x2170ed0880ac9a755fd29b2688956bd959f933f8,467000000000000000,466824927841676695,no_message_data
2025-12-01 23:32:23.000000 UTC,0x9af20edd81c41c655758c66b78a0df416f1139d4ccfa001a8eee52b7066c0939,1,4040248,0x477ffa3094f2163dbb99d0038bab89b10c3e8b52,0x477ffa3094f2163dbb99d0038bab89b10c3e8b52,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,265064216691809703,264984000598246759,no_message_data
2025-12-01 23:32:13.000000 UTC,0x1717d99e98ba3f60b7253945d8595a43654d6810b8b19de252f39f260147ae93,56,4040247,0x44ce5de46cfde34b5bb92b3eb007f4f6c2288a76,0x44ce5de46cfde34b5bb92b3eb007f4f6c2288a76,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,4234157852,4233569310000000000000,no_message_data
2025-12-01 23:32:04.000000 UTC,0xc295f527a826e2989cda1ec52d10c2168e648a7604a864032c36fe84a4bbcf50,1,4040246,0xcf56dd84ed85eb4929e0a76a0f2f04049b4ffc1a,0xcf56dd84ed85eb4929e0a76a0f2f04049b4ffc1a,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,101572785727,101558711658,no_message_data
2025-12-01 23:31:56.000000 UTC,0x8f362faf38b12bbf1c149c3dd32fdd51dda672e8e652cedb47f0c0b207922068,8453,988289850280720491591809519500749663819713769753768587410088314164500388557,0xbcdf48fa3b2d9432586c6ff9adc3961b2314eadb,0x000000000060f6e853447881951574cdd0663530,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,30215851570,30215851570,0x03000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000e00000000000000000000000000000000000000000000000000000000000000200000000000000000000000000bcdf48fa3b2d9432586c6ff9adc3961b2314eadb000000000000000000000000000000000000000000000000000000000000a4b13c4685ae20ff2fd1f7ccf9d27455092348d4cb868cb8c81ce953458cbe7fe0690310a0271cf6f27bc7febd71f1ef31b3d1cabf2f89bffd6a6629800000000000000000000000000000000000000000000000000000000000000000006b0f58e9000000000000000000000000bcdf48fa3b2d9432586c6ff9adc3961b2314eadb00000000000000000000000000000000000000000000000000000000000000c0000000000000000000000000420000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000692e25a50000000000000000000000000000000000000000000000000000000000000000c5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a4700000000000000000000000000000000000000000000000000000000000000001304d84c3d9a7be3b28c94531833589fcd6edb6e08f4c7c32d4f71b54bda029130000000000000000000000000000000000000000000000000000000709014e32000000000000000000000000bcdf48fa3b2d9432586c6ff9adc3961b2314eadb00000000002b0ecfbd0496ee71e01257da0e37de00000000000000000000000a000000000000000000000000000000000000000000000000000000000000012000000000000000000000000000000000000000000000000000000000000001400000000000000000000000000002c00e0000000000000000000000000006ca1c000000000000000000000000000000000000000000000000000000000000f6b800000000000000000000000000192d50000000000000000000000000001c4a0400000000000000000000000000000000000000000000000000000000000007600000000000000000000000000000000000000000000000000000000000000820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005e4e9ae5c5301000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000058000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000001a000000000000000000000000000000000000000000000000000000000000003a00000000000000000000000000000000000000000000000000000000000000480000000000000000000000000000000000060f6e853447881951574cdd0663530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000084a24188643c4685ae20ff2fd1f7ccf9d27455092348d4cb868cb8c81ce953458cbe7fe0699c6a3016928956c86659f5493e16dbc925029a4b285a6188184d055e94ee2e9e0310a0271cf6f27bc7febd71f1ef31b3d1cabf2f89bffd6a662980000000000000000000000000000000000000000000000000000000000000000000692e25a5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f6ed8be424d673c63eeff8b926742000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000016427c777a9000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000c0033be01eb15eefbe4a16ae43858327198da7bb134e707b5b2fb0000000000000000000000000000000000000000000000000000000000000000000006b0f58e9304d84c3d9a7be3b28c94531833589fcd6edb6e08f4c7c32d4f71b54bda029130000000000000000000000000000000000000000000000000000000709014e32000000000000000000000000bcdf48fa3b2d9432586c6ff9adc3961b2314eadb0000000000000000000000000000000000000000000000000000000000000041da3bba64c74e67b52d7a6d53c9cf6266503a6d10ef4d66f5282c81649b46c1b9031e29140b39bbbf45de49dc7bb7c607a56234006f3a5706992cebef574ffb571b0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000833589fcd6edb6e08f4c7c32d4f71b54bda02913000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000044095ea7b3000000000000000000000000edc817a28e8b93b03976fbd4a3ddbc9f7d176c220000000000000000000000000000000000000000000000000000000709014e3200000000000000000000000000000000000000000000000000000000000000000000000000000000edc817a28e8b93b03976fbd4a3ddbc9f7d176c22000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000024a0712d680000000000000000000000000000000000000000000000000000000709014e3200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000082777777777777aec03fd955926dbf81597e66834c0000000000000000000000000000b57800000000000000000000000000000001010000692e27c200000000000010072d368c38ac32d76e5d33106174eedb35fa425336ae8d3e9846ebc91d4c174f88800fc9607ed0c850223fe7932274da16c5c2bce482dd7bc17fd063895bec1b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006200e7e3caa091aaa3c358217f2b0887667aa361fcbcc3c28bad8894951841cbff274e44e4a225d8ec584064d6d5c274e6f204dd21c8ef51aa638d88dca5d76ddbeb2f8ab69a8a72e192e78e487723cd77ab219cee0d3b867d282e3b0b51d052a3241c000000000000000000000000000000000000000000000000000000000000
2025-12-01 23:31:49.000000 UTC,0xc9dd54191d544135adf1ebb5b3aff1b8a8063654af3b195ea4e8c64754ec5fca,8453,294033623973514743718128118254299161008991623522705681187083054711792519918,0x30534c545015cacf0efd0d0ae93e17fc92036daa,0x000000000060f6e853447881951574cdd0663530,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,15054216435,15054216435,0x03000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000e0000000000000000000000000000000000000000000000000000000000000020000000000000000000000000030534c545015cacf0efd0d0ae93e17fc92036daa000000000000000000000000000000000000000000000000000000000000a4b159951228edf92626056b7d7c68d5da21ffaf1f79a9694eefcc141f482a04a318028071eff9fc36c4d6f4818616dd5ea17d0e2a09e0da86e634a8800000000000000000000000000000000000000000000000000000000000000000006b0f58e300000000000000000000000030534c545015cacf0efd0d0ae93e17fc92036daa00000000000000000000000000000000000000000000000000000000000000c0000000000000000000000000420000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000692e259f0000000000000000000000000000000000000000000000000000000000000000c5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a4700000000000000000000000000000000000000000000000000000000000000001304d84c3d9a7be3b28c94531833589fcd6edb6e08f4c7c32d4f71b54bda0291300000000000000000000000000000000000000000000000000000003814d1cf300000000000000000000000030534c545015cacf0efd0d0ae93e17fc92036daa00000000002b0ecfbd0496ee71e01257da0e37de000000000000000000000024000000000000000000000000000000000000000000000000000000000000012000000000000000000000000000000000000000000000000000000000000001400000000000000000000000000002c00e0000000000000000000000000005edcf000000000000000000000000000000000000000000000000000000000000f6e600000000000000000000000000192d50000000000000000000000000001c4afc00000000000000000000000000000000000000000000000000000000000007600000000000000000000000000000000000000000000000000000000000000820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005e4e9ae5c5301000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000058000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000001a000000000000000000000000000000000000000000000000000000000000003a00000000000000000000000000000000000000000000000000000000000000480000000000000000000000000000000000060f6e853447881951574cdd0663530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000084a241886459951228edf92626056b7d7c68d5da21ffaf1f79a9694eefcc141f482a04a318c6adf07422d65cb07e6c4307d02ad24180886ded62c35399601f37b6d3fbaa34028071eff9fc36c4d6f4818616dd5ea17d0e2a09e0da86e634a880000000000000000000000000000000000000000000000000000000000000000000692e259f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f6ed8be424d673c63eeff8b926742000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000016427c777a9000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000c002c23628aad4b52cfa3f3615e5abd96d1dc18bb41dc4e46ebe2f000000000000000000000000000000000000000000000000000000000000000000006b0f58e3304d84c3d9a7be3b28c94531833589fcd6edb6e08f4c7c32d4f71b54bda0291300000000000000000000000000000000000000000000000000000003814d1cf300000000000000000000000030534c545015cacf0efd0d0ae93e17fc92036daa0000000000000000000000000000000000000000000000000000000000000041493e5b8a37a1918a036af712036ecafe6780825e85542d1914bccee994293bab48d306c5800dadf0f4db9e77dd6ff97ce958e3ada55a14fc6972be58132005fe1b0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000833589fcd6edb6e08f4c7c32d4f71b54bda02913000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000044095ea7b3000000000000000000000000edc817a28e8b93b03976fbd4a3ddbc9f7d176c2200000000000000000000000000000000000000000000000000000003814d1cf300000000000000000000000000000000000000000000000000000000000000000000000000000000edc817a28e8b93b03976fbd4a3ddbc9f7d176c22000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000024a0712d6800000000000000000000000000000000000000000000000000000003814d1cf300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000082777777777777aec03fd955926dbf81597e66834c0000000000000000000000000000b57800000000000000000000000000000001010000692e27bc000000000000e8bdb417f6f738b9d15df78aa0ddf8c3ec7ffe614ae2002f30483271ec3005334d73ccf13d3fcd0c09d08b44768c47ba255cdccc6b1cd52c08ec9074280ae8581b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000620054913ffb8dacb50b169e4cd216e25c9990481081110bce82fd0cc8c84d632e99295f95d3efa76c3eb16d45c8159ea3ba0dadf74c3e830324825ff9915f4fe8652a53f3acaca94ced3ca0d70d69124d4122e52ef6dac9a0225a94895fb57c62fe1b000000000000000000000000000000000000000000000000000000000000
2025-12-01 23:31:43.000000 UTC,0xc0d9ef0f48e722ba9ef4766e16e2013ddbe175f69996e6e30ba7fa920afb9153,59144,4040245,0x4e99944d933c3a100131eddfe9a01abf93fc866b,0x4e99944d933c3a100131eddfe9a01abf93fc866b,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,346937500000000,338127619363601,no_message_data
2025-12-01 23:31:41.000000 UTC,0xd10e9a31fa35057d30ed92f55a89705c66314790a577f512db213cfed8a521d1,1,4040244,0xa71877a3ee0a2df22187be358785b29b3d82b077,0xa71877a3ee0a2df22187be358785b29b3d82b077,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,120000000000000000,119960060072530450,no_message_data
2025-12-01 23:31:20.000000 UTC,0x36cc553bc0e28ad4052766b2a5bd59832d038d8eaa79bdfad91d366091688ccf,10,4040243,0x819fec2168eeed0be582621cc991aa38df6d296c,0x819fec2168eeed0be582621cc991aa38df6d296c,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x0000000000000000000000000000000000000000,171816470,171792773,no_message_data
2025-12-01 23:31:18.000000 UTC,0x0ab8aef5df34d510467345ee244a7766249ff2536ff34f2bbc6a06cb2af2687a,1,4040242,0x8fc5020aac01849dec1cd837f7082a0638f055f4,0x8fc5020aac01849dec1cd837f7082a0638f055f4,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,198250000000000,192616808958115,no_message_data
2025-12-01 23:30:39.000000 UTC,0xc45e3e99ebccc9f81ae92a734031d6028ee1641c52ce875a3800a3bdec0a8025,8453,4040241,0xe791eedc4df49bb340cfb4e3bef9e640aed52ff6,0xe791eedc4df49bb340cfb4e3bef9e640aed52ff6,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x0000000000000000000000000000000000000000,156009851668918120,155987604684083668,no_message_data
2025-12-01 23:29:56.000000 UTC,0x364221ec14c5700c643cede4e53b3dfb6026c0edc71cab801625ffc59ecd2692,56,4040240,0xc760e26df238639b9056d6f580ae8eb03b43058d,0xc760e26df238639b9056d6f580ae8eb03b43058d,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x55d398326f99059ff775485246999027b3197955,6581458,6572179000000000000,no_message_data
